posId,storeId,clientCode,userName,password,referenceStoreInPos,posAPIType,category,storeRosterCode,companyId,integrationProviderId,scheduleCheckerLatestPosTime,scheduleCheckerEarliestReportTime,createdOn,UpdatedOn
499,136,"Epping Plaza",,,3042,2,NULL,NULL,36,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:16"
500,405,Erina,,,2047,2,NULL,NULL,36,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:16"
501,532,"Garden City",,,4017,2,NULL,NULL,36,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:16"
502,560,Gateway,,,6027,2,NULL,NULL,36,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:16"
503,515,"Grand Central",,,4031,2,NULL,NULL,36,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:16"
527,415,Greenhills,,,2061,2,NULL,NULL,36,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:16"
528,525,"Hay Street Perth",,,6031,2,NULL,NULL,36,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:16"
529,513,Helensvale,,,4050,2,NULL,NULL,36,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:16"
530,552,Innaloo,,,6010,2,NULL,NULL,36,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:16"
531,546,"Kawana Waters",,,4022,2,NULL,NULL,36,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:16"
532,411,Kotara,,,2045,2,NULL,NULL,36,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:16"
533,428,Liverpool,,,2029,2,NULL,NULL,36,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:16"
534,502,Loganholme,,,4016,2,NULL,NULL,36,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:16"
535,597,Marion,,,5014,2,NULL,NULL,36,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:16"
536,573,Merrylands,,,2094,2,NULL,NULL,36,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:16"
571,542,Morayfield,,,4042,2,NULL,NULL,36,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:16"
572,527,Morley,,,6014,2,NULL,NULL,36,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:16"
573,544,Noosa,,,4068,2,NULL,NULL,36,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:16"
574,517,Northlakes,,,4057,2,NULL,NULL,36,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:16"
575,500,"Pacific Fair",,,4072,2,NULL,NULL,36,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:16"
576,509,Robina,,,4062,2,NULL,NULL,36,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:16"
577,595,Rockingham,,,6017,2,NULL,NULL,36,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:16"
578,505,Shellharbour,,,2039,2,NULL,NULL,36,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:16"
579,394,Springfield,,,4053,2,NULL,NULL,36,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:16"
580,540,Strathpine,,,4013,2,NULL,NULL,36,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:16"
598,607,"Sylvia Park",,,9019,2,NULL,NULL,36,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:16"
599,398,"Top Ryde City",,,2102,2,NULL,NULL,36,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:16"
600,523,Townsville,,,4019,2,NULL,NULL,36,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:16"
601,407,Tuggerah,,,2048,2,NULL,NULL,36,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:16"
603,181,Werribee,,,3053,2,NULL,NULL,36,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:16"
604,556,Whitford,,,6011,2,NULL,NULL,36,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:16"
641,168,"Taylors Lakes",,,3046,2,NULL,NULL,36,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:16"
642,175,Wendouree,,,3068,2,NULL,NULL,36,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:16"
643,134,Northland,,,3021,2,NULL,NULL,36,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:16"
644,138,Greensborough,,,3017,2,NULL,NULL,36,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:16"
645,170,Melton,,,3047,2,NULL,NULL,36,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:16"
646,185,"Rouse Hill",,,2084,2,NULL,NULL,36,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:16"
647,178,Geelong,,,3015,2,NULL,NULL,36,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:16"
648,547,"Kin Kora",,,4033,2,NULL,NULL,36,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:16"
649,507,"Batemans Bay",,,2098,2,NULL,NULL,36,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:16"
650,519,"Hinkler Central",,,4052,2,NULL,NULL,36,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:16"
651,558,Joondalup,,,6016,2,NULL,NULL,36,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:16"
652,619,Mackay,,,4047,2,NULL,NULL,36,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:16"
653,401,Macquarie,,,2017,2,NULL,NULL,36,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:16"
654,550,"Rockhampton Fair",,,4061,2,NULL,NULL,36,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:16"
655,616,"Tea Tree Plaza",,,5016,2,NULL,NULL,36,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:16"
656,432,Wollongong,,,2024,2,NULL,NULL,36,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:16"
657,568,410218,API,Grey1234,22,1,NULL,NULL,18,9,00:00:00,06:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:16"
668,397,WARRINGAH,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,"2018-11-01 05:15:41","2018-11-01 05:20:52"
669,448,"PITT STREET",NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,"2018-11-01 05:15:41","2018-11-01 05:20:52"
670,511,ROBINA,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,"2018-11-01 05:15:41","2018-11-01 05:20:52"
671,534,"QUEEN ST",NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,"2018-11-01 05:15:41","2018-11-01 05:20:52"
672,538,CARINDALE,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,"2018-11-01 05:15:41","2018-11-01 05:20:52"
673,554,KARRINYUP,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,"2018-11-01 05:15:41","2018-11-01 05:20:52"
674,579,BOORAGOON,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,"2018-11-01 05:15:41","2018-11-01 05:20:52"
675,590,"RUNDLE MALL",NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,"2018-11-01 05:15:41","2018-11-01 05:20:52"
676,637,"CHADSTONE FLAGSHIP",NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,"2018-11-01 05:15:41","2018-11-01 05:20:52"
677,638,DONCASTER,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,"2018-11-01 05:15:41","2018-11-01 05:20:52"
678,640,HIGHPOINT,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,"2018-11-01 05:15:41","2018-11-01 05:20:52"
679,642,SOUTHLAND,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,"2018-11-01 05:15:41","2018-11-01 05:20:52"
691,631,4,,,NULL,2,NULL,NULL,50,4,00:00:00,06:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:17"
692,653,85,,,NULL,2,NULL,NULL,50,4,00:00:00,06:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:17"
693,655,3,,,NULL,2,NULL,NULL,50,4,00:00:00,06:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:17"
694,128,"Chatswood Chase",,,NULL,2,NULL,NULL,21,7,00:00:00,06:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:16"
695,129,Gordon,,,NULL,2,NULL,NULL,21,7,00:00:00,06:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:16"
696,130,"Mona Vale",,,NULL,2,NULL,NULL,72,7,00:00:00,06:00:00,"2018-11-01 05:15:41","2020-12-21 23:51:49"
697,131,"Neutral Bay",,,NULL,2,NULL,NULL,21,7,00:00:00,06:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:16"
698,132,Orange,,,NULL,2,NULL,NULL,21,7,00:00:00,06:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:16"
699,133,"St Ives",,,NULL,2,NULL,NULL,21,7,00:00:00,06:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:16"
700,654,1105,APIDataReaderTraffic,shaver1234,5000000001,2,NULL,NULL,51,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:18"
701,671,1105,APIDataReaderTraffic,shaver1234,5000000159,2,NULL,NULL,51,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:18"
702,663,1105,APIDataReaderTraffic,shaver1234,5000000129,2,NULL,NULL,51,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:18"
703,672,1105,APIDataReaderTraffic,shaver1234,5000000009,2,NULL,NULL,51,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:18"
704,675,1105,APIDataReaderTraffic,shaver1234,5000000073,2,NULL,NULL,51,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:18"
705,670,1105,APIDataReaderTraffic,shaver1234,5000000143,2,NULL,NULL,51,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:18"
709,659,TAMW,NULL,NULL,NULL,2,NULL,NULL,14,NULL,NULL,NULL,"2018-11-01 05:15:41","2018-11-01 05:20:52"
731,726,6,,,NULL,2,NULL,NULL,50,4,00:00:00,06:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:17"
732,697,36,,,NULL,2,NULL,NULL,50,4,00:00:00,06:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:17"
743,719,35,,,NULL,2,NULL,NULL,50,4,00:00:00,06:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:17"
745,725,83,,,NULL,2,NULL,NULL,50,4,00:00:00,06:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:17"
746,728,31,,,NULL,2,NULL,NULL,50,4,00:00:00,06:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:17"
751,727,50,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,"2018-11-01 05:15:41","2018-11-01 05:20:52"
755,730,11,,,NULL,2,NULL,NULL,50,4,00:00:00,06:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:17"
759,380,8,,,NULL,2,NULL,NULL,50,4,00:00:00,06:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:17"
770,435,57,,,NULL,2,NULL,NULL,50,4,00:00:00,06:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:17"
772,741,26,,,NULL,2,NULL,NULL,50,4,00:00:00,06:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:17"
773,381,25,,,NULL,2,NULL,NULL,50,4,00:00:00,06:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:17"
779,706,16,,,NULL,2,NULL,NULL,50,4,00:00:00,06:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:17"
781,449,28,,,NULL,2,NULL,NULL,50,4,00:00:00,06:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:17"
782,451,88,,,NULL,2,NULL,NULL,50,4,00:00:00,06:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:17"
787,693,55,,,NULL,2,NULL,NULL,50,4,00:00:00,06:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:17"
788,733,54,,,NULL,2,NULL,NULL,50,4,00:00:00,06:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:17"
793,712,34,,,NULL,2,NULL,NULL,50,4,00:00:00,06:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:17"
794,695,38,,,NULL,2,NULL,NULL,50,4,00:00:00,06:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:17"
795,689,45,,,NULL,2,NULL,NULL,50,4,00:00:00,06:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:17"
796,688,78,,,NULL,2,NULL,NULL,50,4,00:00:00,06:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:17"
797,724,87,,,NULL,2,NULL,NULL,50,4,00:00:00,06:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:17"
798,720,89,,,NULL,2,NULL,NULL,50,4,00:00:00,06:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:17"
800,700,71,,,NULL,2,NULL,NULL,50,4,00:00:00,06:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:18"
801,698,32,,,NULL,2,NULL,NULL,50,4,00:00:00,06:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:18"
802,735,13,,,NULL,2,NULL,NULL,50,4,00:00:00,06:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:18"
803,742,12,,,NULL,2,NULL,NULL,50,4,00:00:00,06:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:18"
811,10053,"310 - Chadstone",,,NULL,2,NULL,NULL,56,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 19:00:01"
812,10054,"411 - Pacific Fair",,,NULL,2,NULL,NULL,56,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 19:00:01"
813,10055,"400 - Brisbane",,,NULL,2,NULL,NULL,56,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 19:00:01"
828,954,1105,APIDataReaderTraffic,shaver1234,5000000011,2,NULL,NULL,51,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:18"
829,953,1105,APIDataReaderTraffic,shaver1234,5000000137,2,NULL,NULL,51,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:18"
830,936,1105,APIDataReaderTraffic,shaver1234,5000000081,2,NULL,NULL,51,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:18"
831,934,1105,APIDataReaderTraffic,shaver1234,5000000121,2,NULL,NULL,51,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:18"
832,956,1105,APIDataReaderTraffic,shaver1234,5000000119,2,NULL,NULL,51,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:18"
833,958,1105,APIDataReaderTraffic,shaver1234,5000000155,2,NULL,NULL,51,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:18"
834,785,1105,APIDataReaderTraffic,shaver1234,5000000105,2,NULL,NULL,51,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:18"
836,924,1105,APIDataReaderTraffic,shaver1234,5000000171,2,NULL,NULL,51,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:18"
837,968,1105,APIDataReaderTraffic,shaver1234,5000000169,2,NULL,NULL,51,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:18"
838,980,1105,APIDataReaderTraffic,shaver1234,5000000125,2,NULL,NULL,51,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:18"
839,964,1105,APIDataReaderTraffic,shaver1234,5000000141,2,NULL,NULL,51,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:18"
840,966,1105,APIDataReaderTraffic,shaver1234,5000000157,2,NULL,NULL,51,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:18"
841,962,1105,APIDataReaderTraffic,shaver1234,5000000057,2,NULL,NULL,51,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:18"
842,781,1105,APIDataReaderTraffic,shaver1234,5000000033,2,NULL,NULL,51,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:18"
843,928,1105,APIDataReaderTraffic,shaver1234,5000000063,2,NULL,NULL,51,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:18"
845,942,Highpoint,NULL,NULL,NULL,2,NULL,NULL,58,NULL,NULL,NULL,"2018-11-01 05:15:41","2018-11-01 05:20:52"
846,943,MelbCentral,NULL,NULL,NULL,2,NULL,NULL,58,NULL,NULL,NULL,"2018-11-01 05:15:41","2018-11-01 05:20:52"
847,946,SthYarra,NULL,NULL,NULL,2,NULL,NULL,58,NULL,NULL,NULL,"2018-11-01 05:15:41","2018-11-01 05:20:52"
848,1024,1105,APIDataReaderTraffic,shaver1234,5000000035,2,NULL,NULL,51,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:18"
849,932,1105,APIDataReaderTraffic,shaver1234,5000000029,2,NULL,NULL,51,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:18"
851,886,1105,APIDataReaderTraffic,shaver1234,5000000023,2,NULL,NULL,51,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:18"
852,876,1105,APIDataReaderTraffic,shaver1234,5000000055,2,NULL,NULL,51,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:18"
853,888,1105,APIDataReaderTraffic,shaver1234,5000000123,2,NULL,NULL,51,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:18"
854,1011,1105,APIDataReaderTraffic,shaver1234,5000000059,2,NULL,NULL,51,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:18"
856,815,2105,,,NULL,2,NULL,NULL,50,4,00:00:00,06:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:18"
859,986,1105,APIDataReaderTraffic,shaver1234,5000000133,2,NULL,NULL,51,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:18"
860,988,1105,APIDataReaderTraffic,shaver1234,5000000053,2,NULL,NULL,51,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:18"
861,904,1105,APIDataReaderTraffic,shaver1234,5000000093,2,NULL,NULL,51,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:18"
862,906,1105,APIDataReaderTraffic,shaver1234,5000000161,2,NULL,NULL,51,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:18"
863,866,1105,APIDataReaderTraffic,shaver1234,5000000128,2,NULL,NULL,51,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:18"
867,827,1105,APIDataReaderTraffic,shaver1234,5000000163,2,NULL,NULL,51,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:18"
868,824,1105,APIDataReaderTraffic,shaver1234,5000000083,2,NULL,NULL,51,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:18"
869,818,1105,APIDataReaderTraffic,shaver1234,5000000117,2,NULL,NULL,51,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:18"
870,822,1105,APIDataReaderTraffic,shaver1234,5000000041,2,NULL,NULL,51,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:18"
871,990,1105,APIDataReaderTraffic,shaver1234,5000000007,2,NULL,NULL,51,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:18"
872,992,1105,APIDataReaderTraffic,shaver1234,5000000005,2,NULL,NULL,51,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:18"
873,881,1105,APIDataReaderTraffic,shaver1234,5000000065,2,NULL,NULL,51,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:18"
874,892,1105,APIDataReaderTraffic,shaver1234,5000000099,2,NULL,NULL,51,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:18"
875,994,1105,APIDataReaderTraffic,shaver1234,5000000003,2,NULL,NULL,51,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:18"
876,1026,1105,APIDataReaderTraffic,shaver1234,5000000175,2,NULL,NULL,51,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:18"
877,894,1105,APIDataReaderTraffic,shaver1234,5000000017,2,NULL,NULL,51,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:18"
878,950,1105,APIDataReaderTraffic,shaver1234,5000000167,2,NULL,NULL,51,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:18"
879,912,1105,APIDataReaderTraffic,shaver1234,5000000109,2,NULL,NULL,51,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:18"
880,829,1105,APIDataReaderTraffic,shaver1234,5000000051,2,NULL,NULL,51,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:18"
881,1052,1204,APIDataReaderTraffic,shaver1234,104000000002,2,NULL,NULL,51,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:18"
882,834,1105,APIDataReaderTraffic,shaver1234,5000000087,2,NULL,NULL,51,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:18"
883,156,1105,,,5000000107,2,,1,51,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2021-11-16 04:40:22"
884,843,1105,APIDataReaderTraffic,shaver1234,5000000091,2,NULL,NULL,51,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:18"
885,836,1105,APIDataReaderTraffic,shaver1234,5000000043,2,NULL,NULL,51,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:18"
928,1050,1204,APIDataReaderTraffic,shaver1234,104000000001,2,NULL,NULL,51,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:18"
929,1004,1204,APIDataReaderTraffic,shaver1234,104000000005,2,NULL,NULL,51,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:18"
930,1002,1204,APIDataReaderTraffic,shaver1234,104000000007,2,NULL,NULL,51,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:18"
931,1008,1204,APIDataReaderTraffic,shaver1234,104000000008,2,NULL,NULL,51,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:18"
932,1006,1204,APIDataReaderTraffic,shaver1234,104000000009,2,NULL,NULL,51,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:18"
933,1040,1105,APIDataReaderTraffic,shaver1234,5000000013,2,NULL,NULL,51,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:18"
934,1012,1105,APIDataReaderTraffic,shaver1234,5000000015,2,NULL,NULL,51,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:18"
935,882,1105,APIDataReaderTraffic,shaver1234,5000000019,2,NULL,NULL,51,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:18"
936,874,1105,APIDataReaderTraffic,shaver1234,5000000021,2,NULL,NULL,51,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:18"
937,879,1105,APIDataReaderTraffic,shaver1234,5000000025,2,NULL,NULL,51,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:19"
938,930,1105,APIDataReaderTraffic,shaver1234,5000000027,2,NULL,NULL,51,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:19"
939,1022,1105,APIDataReaderTraffic,shaver1234,5000000031,2,NULL,NULL,51,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:19"
940,1038,1105,APIDataReaderTraffic,shaver1234,5000000037,2,NULL,NULL,51,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:19"
941,841,1105,APIDataReaderTraffic,shaver1234,5000000039,2,NULL,NULL,51,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:19"
942,1014,1105,APIDataReaderTraffic,shaver1234,5000000045,2,NULL,NULL,51,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:19"
943,1018,1105,APIDataReaderTraffic,shaver1234,5000000047,2,NULL,NULL,51,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:19"
944,1016,1105,APIDataReaderTraffic,shaver1234,5000000049,2,NULL,NULL,51,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:19"
945,915,1105,APIDataReaderTraffic,shaver1234,5000000061,2,NULL,NULL,51,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:19"
946,896,1105,APIDataReaderTraffic,shaver1234,5000000067,2,NULL,NULL,51,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:19"
947,1032,1105,APIDataReaderTraffic,shaver1234,5000000069,2,NULL,NULL,51,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:19"
948,1036,1105,APIDataReaderTraffic,shaver1234,5000000071,2,NULL,NULL,51,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:19"
949,910,1105,APIDataReaderTraffic,shaver1234,5000000075,2,NULL,NULL,51,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:19"
950,890,1105,APIDataReaderTraffic,shaver1234,5000000077,2,NULL,NULL,51,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:19"
951,832,1105,APIDataReaderTraffic,shaver1234,5000000085,2,NULL,NULL,51,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:19"
952,838,1105,APIDataReaderTraffic,shaver1234,5000000089,2,NULL,NULL,51,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:19"
953,871,1105,APIDataReaderTraffic,shaver1234,5000000095,2,NULL,NULL,51,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:19"
954,960,1105,APIDataReaderTraffic,shaver1234,5000000097,2,NULL,NULL,51,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:19"
955,884,1105,APIDataReaderTraffic,shaver1234,5000000100,2,NULL,NULL,51,4,00:00:00,04:00:00,"2018-11-01 05:15:41","2020-05-06 04:47:19"
